Ticket,Symbol,Type,Trading Volume (in Lots),Open Time,Open Price,Close Time,Close Price,Swaps,Commission,Profit,Comment,OpenTime,Close,EMA10,EMA20,EMA50,EMA200,RSI14,BB_pctB,StochRSI_K,StochRSI_D,dist_EMA20_pips,dist_EMA200_pips,dist_to_rollHi_500_pips,dist_to_rollLo_500_pips,dir,month,rule_14_9b,rule_loose,rule_strict
175656580,AUDCAD.c,sell,0.06000,3/24/2026 17:30,0.95740,3/24/2026 23:00,0.95933,0.00000,0,-8.42000,"copy #50000005, 175656524",2026-03-24 17:30:00,0.95853,0.95752,0.95747,0.95812,0.96087,58.43512,0.85589,100.00000,100.00000,10.56416,-23.36162,176.00000,81.70000,sell,2026-03,True,True,True
175679611,AUDCAD.c,sell,0.06000,3/24/2026 23:30,0.96176,3/25/2026 6:00,0.96046,-0.34000,0,5.66000,"copy #50000005, 175679530",2026-03-24 23:30:00,0.96128,0.96055,0.95978,0.95902,0.96055,60.13051,0.79814,62.50406,79.56888,14.97969,7.32787,148.50000,109.20000,sell,2026-03,True,True,False
175701093,AUDCAD.c,buy,0.06000,3/25/2026 6:30,0.96013,3/25/2026 10:15,0.96100,0.00000,0,3.78000,"copy #50000005, 175701067",2026-03-25 06:30:00,0.96076,0.96077,0.96101,0.96064,0.96081,47.61924,0.33606,54.40253,37.28716,-2.50812,-0.48724,153.70000,104.00000,buy,2026-03,False,False,False
175714005,AUDCAD.c,sell,0.06000,3/25/2026 11:30,0.96199,3/25/2026 12:45,0.96106,0.00000,0,4.05000,"copy #50000005, 175713985",2026-03-25 11:30:00,0.96133,0.96159,0.96127,0.96090,0.96085,51.21666,0.60972,77.66047,90.96137,0.55850,4.83628,148.00000,109.70000,sell,2026-03,True,True,False
175722227,AUDCAD.c,sell,0.06000,3/25/2026 14:45,0.96166,3/25/2026 15:30,0.95981,0.00000,0,8.05000,"copy #50000005, 175722166",2026-03-25 14:45:00,0.95910,0.96057,0.96081,0.96083,0.96083,36.43417,-0.06290,10.32674,23.08296,-17.13754,-17.34487,167.30000,87.40000,sell,2026-03,False,False,False
175726169,AUDCAD.c,buy,0.06000,3/25/2026 15:45,0.95935,3/25/2026 17:45,0.96037,0.00000,0,4.44000,"copy #50000005, 175726124",2026-03-25 15:45:00,0.95945,0.95997,0.96038,0.96063,0.96078,40.26981,0.18175,22.18487,17.87615,-9.26219,-13.31584,159.50000,90.90000,buy,2026-03,False,False,False
175734891,AUDCAD.c,sell,0.06000,3/25/2026 18:00,0.96086,3/25/2026 22:45,0.95990,0.00000,0,4.17000,"copy #50000005, 175734850",2026-03-25 18:00:00,0.96049,0.96025,0.96027,0.96048,0.96072,51.12622,0.58483,86.80066,85.36316,2.15277,-2.31366,141.20000,101.30000,sell,2026-03,True,True,True
175749536,AUDCAD.c,buy,0.06000,3/25/2026 23:30,0.95961,3/26/2026 7:15,0.96051,0.00000,0,3.90000,"copy #50000005, 175749480",2026-03-25 23:30:00,0.95838,0.95929,0.95978,0.96023,0.96062,32.63138,0.05138,0.82664,0.55109,-13.99224,-22.43398,162.30000,80.20000,buy,2026-03,True,True,True
175826675,AUDCAD.c,buy,0.06000,3/27/2026 3:00,0.95409,3/27/2026 6:15,0.95507,0.00000,0,4.24000,"copy #50000005, 175826636",2026-03-27 03:00:00,0.95267,0.95370,0.95403,0.95509,0.95799,38.68851,-0.04273,5.55699,24.59931,-13.57491,-53.17463,219.40000,23.10000,buy,2026-03,True,True,True
175836692,AUDCAD.c,sell,0.06000,3/27/2026 6:30,0.95548,3/27/2026 10:30,0.95433,0.00000,0,4.99000,"copy #50000005, 175836643",2026-03-27 06:30:00,0.95652,0.95559,0.95500,0.95506,0.95758,66.72079,0.92071,96.60447,98.29056,15.23154,-10.62600,176.50000,61.60000,sell,2026-03,True,True,True
175849399,AUDCAD.c,buy,0.06000,3/27/2026 10:45,0.95388,3/27/2026 11:45,0.95499,0.00000,0,4.81000,"copy #50000005, 175849302",2026-03-27 10:45:00,0.95513,0.95488,0.95510,0.95521,0.95726,50.08706,0.36501,33.50446,21.46015,0.26437,-21.25553,190.40000,47.70000,buy,2026-03,False,False,False
175876076,AUDCAD.c,sell,0.06000,3/27/2026 18:30,0.95593,3/27/2026 20:16,0.95486,0.00000,0,4.62000,"copy #50000005, 175876010",2026-03-27 18:30:00,0.95540,0.95543,0.95522,0.95512,0.95666,52.71184,0.65114,72.75432,86.06269,1.80388,-12.59660,161.10000,50.40000,sell,2026-03,True,True,False
175883204,AUDCAD.c,buy,0.06000,3/27/2026 20:30,0.95346,3/27/2026 23:15,0.95441,0.00000,0,4.10000,"copy #50000005, 175883167",2026-03-27 20:30:00,0.95380,0.95425,0.95457,0.95484,0.95647,41.08485,0.20162,20.41367,14.82531,-7.73178,-26.66716,177.10000,34.40000,buy,2026-03,False,False,False
175899625,AUDCAD.c,buy,0.06000,3/30/2026 3:15,0.95152,3/30/2026 5:15,0.95244,0.00000,0,3.97000,"copy #50000005, 175899580",2026-03-30 03:15:00,0.95126,0.95219,0.95276,0.95368,0.95577,33.19642,0.10008,12.92139,15.49699,-15.00908,-45.13648,156.20000,9.00000,buy,2026-03,True,True,True
175911568,AUDCAD.c,sell,0.06000,3/30/2026 5:45,0.95287,3/30/2026 16:45,0.95385,0.00000,0,-4.22000,"copy #50000005, 175911501",2026-03-30 05:45:00,0.95297,0.95225,0.95239,0.95316,0.95542,53.37641,0.97495,92.46317,87.19262,5.83453,-24.52621,139.10000,26.10000,sell,2026-03,True,True,True
175947567,AUDCAD.c,buy,0.06000,3/30/2026 17:00,0.95344,3/30/2026 18:45,0.95500,0.00000,0,6.72000,"copy #50000005, 175947500",2026-03-30 17:00:00,0.95322,0.95441,0.95432,0.95398,0.95491,40.20168,0.11810,12.37641,39.47139,-11.03289,-16.92507,136.60000,28.60000,buy,2026-03,True,True,True
175964060,AUDCAD.c,buy,0.06000,3/30/2026 22:15,0.95354,3/31/2026 4:00,0.95446,0.12000,0,3.96000,"copy #50000005, 175963990",2026-03-30 22:15:00,0.95330,0.95410,0.95417,0.95407,0.95476,41.06234,0.10940,13.87868,23.09798,-8.68617,-14.61635,135.80000,24.60000,buy,2026-03,True,True,True
175980579,AUDCAD.c,sell,0.06000,3/31/2026 4:30,0.95590,3/31/2026 6:30,0.95488,0.00000,0,4.39000,"copy #50000005, 175980539",2026-03-31 04:30:00,0.95610,0.95426,0.95398,0.95389,0.95453,66.80606,1.20966,100.00000,90.66405,21.24625,15.72286,76.70000,52.60000,sell,2026-03,True,True,True
175991574,AUDCAD.c,buy,0.06000,3/31/2026 6:45,0.95420,3/31/2026 10:45,0.95626,0.00000,0,8.87000,"copy #50000005, 175991509",2026-03-31 06:45:00,0.95395,0.95476,0.95459,0.95425,0.95458,45.01244,0.36931,33.36467,48.15556,-6.36180,-6.30036,98.20000,31.10000,buy,2026-03,False,False,False
176003800,AUDCAD.c,sell,0.06000,3/31/2026 11:00,0.95658,3/31/2026 13:45,0.95548,0.00000,0,4.74000,"copy #50000005, 176003705",2026-03-31 11:00:00,0.95665,0.95508,0.95470,0.95437,0.95455,66.10814,1.15796,92.66122,85.49184,19.51931,20.99037,70.40000,58.10000,sell,2026-03,True,True,True
176012865,AUDCAD.c,sell,0.06000,3/31/2026 14:15,0.95626,3/31/2026 15:15,0.95838,0.00000,0,-9.13000,"copy #50000005, 176012808",2026-03-31 14:15:00,0.95630,0.95575,0.95554,0.95499,0.95472,58.84390,0.72651,18.82013,13.70371,7.63850,15.84539,73.90000,54.60000,sell,2026-03,False,True,False
176031209,AUDCAD.c,buy,0.06000,3/31/2026 18:00,0.95594,3/31/2026 18:15,0.95809,0.00000,0,9.24000,"copy #50000005, 176031153",2026-03-31 18:00:00,0.95572,0.95780,0.95756,0.95647,0.95522,41.03566,0.15132,9.76175,24.07480,-18.41042,4.99904,79.70000,48.80000,buy,2026-03,True,True,True
176037754,AUDCAD.c,sell,0.06000,3/31/2026 19:45,0.95936,4/1/2026 6:00,0.96085,-0.34000,0,-6.44000,"copy #50000005, 176037643",2026-03-31 19:45:00,0.95967,0.95762,0.95752,0.95671,0.95537,60.54389,0.88606,50.14969,32.12075,21.50978,43.00192,40.20000,88.30000,sell,2026-03,True,True,False
176068543,AUDCAD.c,buy,0.06000,4/1/2026 6:15,0.96075,4/1/2026 9:30,0.96197,0.00000,0,5.26000,"copy #50000005, 176068464",2026-04-01 06:15:00,0.96054,0.96126,0.96113,0.96008,0.95717,45.93805,0.29233,0.00000,2.09112,-5.89418,33.73965,27.10000,97.00000,buy,2026-04,True,True,True
176077815,AUDCAD.c,sell,0.06000,4/1/2026 9:45,0.96270,4/1/2026 11:00,0.96349,0.00000,0,-3.41000,"copy #50000005, 176077744",2026-04-01 09:45:00,0.96280,0.96113,0.96090,0.96033,0.95761,66.71325,1.14987,96.08854,78.97120,18.96074,51.88531,4.50000,119.60000,sell,2026-04,True,True,True
176095254,AUDCAD.c,sell,0.06000,4/1/2026 14:15,0.96540,4/1/2026 16:00,0.96415,0.00000,0,5.39000,"copy #50000005, 176095223",2026-04-01 14:15:00,0.96552,0.96438,0.96379,0.96237,0.95871,66.31475,0.94180,45.82573,32.88415,17.31522,68.06847,0.00000,146.80000,sell,2026-04,True,True,True
176115685,AUDCAD.c,buy,0.06000,4/1/2026 18:30,0.96321,4/2/2026 3:45,0.96137,0.39000,0,-7.96000,"copy #50000005, 176115644",2026-04-01 18:30:00,0.96295,0.96410,0.96426,0.96345,0.95964,41.47252,-0.05322,0.00000,6.65332,-13.07410,33.09104,37.20000,121.10000,buy,2026-04,True,True,True
176146633,AUDCAD.c,buy,0.06000,4/2/2026 4:30,0.95832,4/2/2026 10:45,0.95705,0.00000,0,-5.48000,"copy #50000005, 176146588",2026-04-02 04:30:00,0.95815,0.96039,0.96071,0.96147,0.96016,30.52731,-0.39989,43.24700,69.20809,-25.56226,-20.14640,85.20000,73.10000,buy,2026-04,True,True,True
176191130,AUDCAD.c,sell,0.06000,4/2/2026 11:00,0.95752,4/2/2026 12:15,0.95595,0.00000,0,6.77000,"copy #50000005, 176191063",2026-04-02 11:00:00,0.95757,0.95673,0.95698,0.95841,0.95939,52.80514,0.82527,100.00000,99.86233,5.91884,-18.22428,91.00000,67.30000,sell,2026-04,True,True,True
176203486,AUDCAD.c,buy,0.06000,4/2/2026 14:30,0.95572,4/2/2026 15:30,0.95729,0.00000,0,6.77000,"copy #50000005, 176203422",2026-04-02 14:30:00,0.95554,0.95612,0.95641,0.95751,0.95900,37.30803,0.06758,19.11258,25.79625,-8.66705,-34.56107,111.30000,47.00000,buy,2026-04,True,True,True
176208520,AUDCAD.c,sell,0.06000,4/2/2026 15:45,0.95780,4/3/2026 1:02,0.96194,-0.36000,0,-17.85000,"copy #50000005, 176208500",2026-04-02 15:45:00,0.95791,0.95652,0.95648,0.95733,0.95887,62.21501,1.00308,89.94424,61.15304,14.26839,-9.62926,87.60000,70.70000,sell,2026-04,True,True,True
176240381,AUDCAD.c,sell,0.06000,4/3/2026 3:15,0.96193,4/3/2026 18:45,0.96108,0.00000,0,3.66000,"copy #50000005, 176240291",2026-04-03 03:15:00,0.96203,0.96164,0.96139,0.96059,0.95966,61.34283,0.78042,83.30951,76.72020,6.44910,23.65610,46.40000,111.90000,sell,2026-04,True,True,True
176243522,AUDCAD.c,buy,0.06000,4/3/2026 22:15,0.96085,4/6/2026 4:30,0.96182,0.13000,0,4.18000,"copy #50000005, 176243501",2026-04-03 22:15:00,0.96048,0.96076,0.96095,0.96122,0.96062,37.98608,0.09231,48.99066,61.44696,-4.69118,-1.40594,61.90000,96.40000,buy,2026-04,True,True,True
176260477,AUDCAD.c,sell,0.06000,4/6/2026 4:45,0.96186,4/6/2026 16:15,0.96352,0.00000,0,-7.16000,"copy #50000005, 176260443",2026-04-06 04:45:00,0.96187,0.96116,0.96082,0.96080,0.96059,63.38955,0.90571,98.94369,98.43868,10.52140,12.83647,48.00000,110.30000,sell,2026-04,True,True,True
176304437,AUDCAD.c,buy,0.06000,4/6/2026 18:15,0.96277,4/7/2026 11:15,0.96420,0.13000,0,6.17000,"copy #50000005, 176304375",2026-04-06 18:15:00,0.96256,0.96357,0.96376,0.96343,0.96185,36.15357,-0.16144,18.54147,47.00842,-11.99902,7.06507,41.10000,111.80000,buy,2026-04,True,True,True
176347864,AUDCAD.c,sell,0.06000,4/7/2026 11:30,0.96486,4/8/2026 22:05,0.97457,-0.36000,0,-42.04000,"copy #50000005, 176347767",2026-04-07 11:30:00,0.96499,0.96329,0.96287,0.96257,0.96211,70.99616,1.23960,85.09490,54.56027,21.22509,28.76210,16.80000,121.60000,sell,2026-04,True,True,True
176504584,AUDCAD.c,buy,0.06000,4/9/2026 3:00,0.97509,4/9/2026 12:45,0.97384,0.00000,0,-5.42000,"copy #50000005, 176504562",2026-04-09 03:00:00,0.97475,0.97506,0.97524,0.97572,0.97200,42.96707,0.32962,68.28156,77.75757,-4.93890,27.50111,53.60000,195.30000,buy,2026-04,False,False,False
176536906,AUDCAD.c,sell,0.06000,4/9/2026 13:00,0.97420,4/10/2026 5:30,0.97758,-0.40000,0,-14.67000,"copy #50000005, 176536872",2026-04-09 13:00:00,0.97431,0.97386,0.97404,0.97451,0.97276,51.47047,0.57081,64.20681,52.46953,2.66665,15.53153,58.00000,190.90000,sell,2026-04,True,True,False
176584504,AUDCAD.c,buy,0.06000,4/10/2026 6:00,0.97734,4/10/2026 16:30,0.97839,0.00000,0,4.56000,"copy #50000005, 176584459",2026-04-10 06:00:00,0.97711,0.97762,0.97776,0.97745,0.97497,42.23307,-0.03692,4.63840,9.44996,-6.46712,21.43683,30.00000,186.70000,buy,2026-04,True,True,True
176617199,AUDCAD.c,sell,0.06000,4/10/2026 18:00,0.97947,4/10/2026 19:30,0.97834,0.00000,0,4.91000,"copy #50000005, 176617102",2026-04-10 18:00:00,0.97964,0.97838,0.97806,0.97768,0.97593,69.49244,1.32111,93.27490,78.21286,15.84561,37.06188,4.70000,212.00000,sell,2026-04,True,True,True
176623218,AUDCAD.c,buy,0.06000,4/10/2026 19:45,0.97780,4/10/2026 22:00,0.97867,0.00000,0,3.77000,"copy #50000005, 176623187",2026-04-10 19:45:00,0.97760,0.97840,0.97829,0.97790,0.97612,43.33251,0.23798,6.93256,15.84777,-6.88420,14.84492,25.10000,191.60000,buy,2026-04,True,True,True
176627718,AUDCAD.c,sell,0.06000,4/10/2026 23:00,0.97900,4/13/2026 1:00,0.97189,-0.40000,0,30.76000,"copy #50000005, 176627681",2026-04-10 23:00:00,0.97912,0.97877,0.97858,0.97819,0.97642,61.22287,0.79493,100.00000,98.64527,5.35046,27.02889,9.90000,206.80000,sell,2026-04,True,True,True
176634910,AUDCAD.c,sell,0.10000,4/13/2026 1:45,0.97356,4/13/2026 14:45,0.97487,0.00000,0,-9.46000,"copy #50000005, 176634874",2026-04-13 01:45:00,0.97364,0.97392,0.97538,0.97676,0.97621,37.68648,0.29453,38.80756,29.89234,-17.40950,-25.66022,64.70000,152.00000,sell,2026-04,False,False,False
176670341,AUDCAD.c,buy,0.10000,4/13/2026 15:00,0.97431,4/13/2026 17:00,0.97613,0.00000,0,13.16000,"copy #50000005, 176670275",2026-04-13 15:00:00,0.97408,0.97522,0.97550,0.97568,0.97587,31.09831,-0.12325,0.00000,9.10850,-14.19793,-17.88212,60.30000,133.20000,buy,2026-04,True,True,True
176686770,AUDCAD.c,sell,0.10000,4/13/2026 19:30,0.97611,4/14/2026 3:45,0.97735,-0.68000,0,-8.99000,"copy #50000005, 176686672",2026-04-13 19:30:00,0.97626,0.97551,0.97542,0.97548,0.97576,58.89937,0.89551,71.76024,64.85830,8.40200,4.95598,38.50000,155.00000,sell,2026-04,True,True,False
176703540,AUDCAD.c,buy,0.10000,4/14/2026 4:45,0.97667,4/14/2026 11:30,0.97764,0.00000,0,7.04000,"copy #50000005, 176703519",2026-04-14 04:45:00,0.97641,0.97748,0.97774,0.97741,0.97647,34.36408,-0.03622,5.99991,8.89262,-13.32795,-0.57094,37.00000,156.50000,buy,2026-04,True,True,True
176725326,AUDCAD.c,sell,0.10000,4/14/2026 12:45,0.97863,4/16/2026 17:30,0.98283,-2.64000,0,-30.65000,"copy #50000005, 176725300",2026-04-14 12:45:00,0.97875,0.97773,0.97738,0.97717,0.97659,72.08025,1.09421,100.00000,99.73746,13.67767,21.56045,13.60000,168.70000,sell,2026-04,True,True,True
176881246,AUDCAD.c,buy,0.10000,4/16/2026 18:00,0.98242,4/16/2026 23:00,0.98116,0.00000,0,-9.19000,"copy #50000005, 176881161",2026-04-16 18:00:00,0.98220,0.98338,0.98386,0.98444,0.98314,26.65491,-0.18813,10.14984,6.76656,-16.57696,-9.38556,46.50000,144.20000,buy,2026-04,True,True,True
176894874,AUDCAD.c,sell,0.10000,4/17/2026 2:30,0.98124,4/17/2026 10:00,0.98043,0.00000,0,5.92000,"copy #50000005, 176894843",2026-04-17 02:30:00,0.98135,0.98099,0.98103,0.98188,0.98254,52.52000,0.88760,100.00000,100.00000,3.17064,-11.94634,55.00000,135.70000,sell,2026-04,True,True,True
176917541,AUDCAD.c,sell,0.10000,4/17/2026 11:00,0.98117,4/17/2026 18:15,0.98327,0.00000,0,-15.37000,"copy #50000005, 176917499",2026-04-17 11:00:00,0.98123,0.98066,0.98075,0.98111,0.98207,56.47372,0.79482,65.12173,48.80898,4.80493,-8.40140,56.20000,134.50000,sell,2026-04,True,True,False
176954008,AUDCAD.c,buy,0.10000,4/17/2026 18:30,0.98309,4/20/2026 1:45,0.97872,0.25000,0,-31.87000,"copy #50000005, 176953937",2026-04-17 18:30:00,0.98284,0.98381,0.98330,0.98235,0.98220,49.17854,0.47134,19.09335,38.60085,-4.55409,6.44450,40.10000,150.60000,buy,2026-04,True,True,True
176973545,AUDCAD.c,sell,0.10000,4/20/2026 4:00,0.97898,4/21/2026 9:15,0.97788,-0.66000,0,8.06000,"copy #50000005, 176973509",2026-04-20 04:00:00,0.97906,0.97848,0.97878,0.97999,0.98146,49.54363,0.59935,100.00000,94.43592,2.82288,-23.95174,77.90000,112.80000,sell,2026-04,False,False,False
177036127,AUDCAD.c,buy,0.10000,4/21/2026 11:00,0.97690,4/21/2026 14:30,0.97793,0.00000,0,7.54000,"copy #50000005, 177036010",2026-04-21 11:00:00,0.97670,0.97746,0.97780,0.97834,0.97962,28.84399,-0.13355,15.25105,14.19152,-11.02259,-29.19074,101.50000,32.90000,buy,2026-04,True,True,True
177043698,AUDCAD.c,sell,0.10000,4/21/2026 15:00,0.97826,4/21/2026 15:45,0.97746,0.00000,0,5.86000,"copy #50000005, 177043663",2026-04-21 15:00:00,0.97834,0.97764,0.97752,0.97785,0.97927,60.99512,1.03943,97.04624,95.13505,8.21940,-9.28703,85.10000,49.30000,sell,2026-04,True,True,True
177050628,AUDCAD.c,sell,0.10000,4/21/2026 17:00,0.97841,4/21/2026 18:45,0.97727,0.00000,0,8.35000,"copy #50000005, 177050552",2026-04-21 17:00:00,0.97852,0.97782,0.97767,0.97783,0.97915,61.38215,0.97417,74.59626,56.89974,8.47024,-6.32263,83.30000,51.10000,sell,2026-04,True,True,True
177062574,AUDCAD.c,buy,0.10000,4/21/2026 20:00,0.97684,4/21/2026 22:30,0.97789,0.00000,0,7.68000,"copy #50000005, 177062543",2026-04-21 20:00:00,0.97662,0.97722,0.97747,0.97772,0.97898,37.12697,0.12236,0.00000,1.62324,-8.46843,-23.57731,102.30000,32.10000,buy,2026-04,True,True,True
177072181,AUDCAD.c,buy,0.10000,4/21/2026 22:45,0.97539,4/21/2026 23:15,0.97725,0.00000,0,13.61000,"copy #50000005, 177072144",2026-04-21 22:45:00,0.97518,0.97671,0.97692,0.97733,0.97873,38.17510,-0.05351,77.01319,83.20610,-17.42959,-35.52052,116.70000,17.70000,buy,2026-04,True,True,True
177078828,AUDCAD.c,sell,0.10000,4/22/2026 3:15,0.97763,4/23/2026 6:33,0.97637,-1.90000,0,9.22000,"copy #50000005, 177078796",2026-04-22 03:15:00,0.97769,0.97714,0.97702,0.97715,0.97844,57.01062,0.80081,96.48633,89.54299,6.65054,-7.46795,91.60000,42.80000,sell,2026-04,True,True,True
177136662,AUDCAD.c,sell,0.10000,4/23/2026 8:00,0.97696,4/23/2026 13:45,0.97601,0.00000,0,6.95000,"copy #50000005, 177136617",2026-04-23 08:00:00,0.97701,0.97686,0.97716,0.97758,0.97802,45.59219,0.41193,66.01861,44.88827,-1.48607,-10.09244,98.40000,36.00000,sell,2026-04,False,False,False
177157089,AUDCAD.c,sell,0.10000,4/23/2026 15:00,0.97693,4/23/2026 20:15,0.97784,0.00000,0,-6.64000,"copy #50000005, 177157014",2026-04-23 15:00:00,0.97710,0.97646,0.97667,0.97708,0.97776,53.69195,0.60644,70.05741,39.67483,4.29690,-6.58793,94.20000,36.90000,sell,2026-04,True,True,False
177171168,AUDCAD.c,buy,0.10000,4/23/2026 20:30,0.97757,4/24/2026 14:30,0.97865,0.13000,0,7.89000,"copy #50000005, 177171066",2026-04-23 20:30:00,0.97734,0.97859,0.97838,0.97790,0.97788,41.49314,0.19961,24.27379,50.31905,-10.44661,-5.41662,91.80000,39.30000,buy,2026-04,False,False,False
177215368,AUDCAD.c,buy,0.10000,4/24/2026 16:00,0.97639,4/24/2026 17:15,0.97731,0.00000,0,6.72000,"copy #50000005, 177215348",2026-04-24 16:00:00,0.97612,0.97677,0.97670,0.97666,0.97718,45.12315,0.34882,22.17246,34.56887,-5.80073,-10.57425,104.00000,27.10000,buy,2026-04,False,False,False
177224755,AUDCAD.c,sell,0.10000,4/24/2026 19:00,0.97798,4/24/2026 21:30,0.97718,0.00000,0,5.85000,"copy #50000005, 177224665",2026-04-24 19:00:00,0.97810,0.97727,0.97705,0.97684,0.97717,60.22483,0.90140,78.62742,63.50165,10.45631,9.31621,84.20000,46.90000,sell,2026-04,True,True,True
177233605,AUDCAD.c,sell,0.10000,4/27/2026 3:45,0.97759,4/27/2026 9:00,0.97918,0.00000,0,-11.64000,"copy #50000005, 177233561",2026-04-27 03:45:00,0.97766,0.97714,0.97704,0.97699,0.97714,59.48242,0.85555,99.01521,94.26400,6.21618,5.19226,42.30000,42.50000,sell,2026-04,True,True,True
177247174,AUDCAD.c,buy,0.10000,4/27/2026 9:15,0.97846,4/27/2026 22:15,0.97933,0.00000,0,6.39000,"copy #50000005, 177247127",2026-04-27 09:15:00,0.97826,0.97915,0.97909,0.97841,0.97759,39.45679,-0.14437,0.00000,0.52189,-8.34226,6.68323,28.70000,43.90000,buy,2026-04,True,True,True
177272332,AUDCAD.c,sell,0.10000,4/27/2026 22:30,0.97937,4/28/2026 10:00,0.97777,-0.63000,0,11.73000,"copy #50000005, 177272285",2026-04-27 22:30:00,0.97948,0.97922,0.97906,0.97875,0.97802,61.09300,1.00555,77.94109,50.22578,4.23451,14.63462,9.30000,56.10000,sell,2026-04,True,True,True
177296438,AUDCAD.c,sell,0.10000,4/28/2026 11:00,0.97887,4/29/2026 4:45,0.98190,-0.63000,0,-22.16000,"copy #50000005, 177296379",2026-04-28 11:00:00,0.97891,0.97842,0.97860,0.97879,0.97836,53.14843,0.57895,58.32513,33.93547,3.09872,5.45299,15.00000,50.40000,sell,2026-04,True,True,False
177333798,AUDCAD.c,buy,0.10000,4/29/2026 5:45,0.98037,4/30/2026 13:00,0.97601,0.33000,0,-31.91000,"copy #50000005, 177333703",2026-04-29 05:45:00,0.98011,0.98148,0.98188,0.98170,0.97995,29.32813,-0.10450,3.90382,3.82932,-17.71982,1.55801,32.40000,62.40000,buy,2026-04,True,True,True
